사업비용,사업시작일,사업종료일,사업개요,추진경위
300711,2004-02-02,2012-08-30,"ㅇ 사업내용 : 중앙선 제천-도담간 17.4km 단선철도 →복선전철  ㅇ 총사업비 : 320,676백만원  ㅇ 사업기간 : 2001년~2011년  ㅇ 사업효과     - 선로용량 증가 : 50회/일(41회/일 → 90회/일)     - 양회 수송수요 증가에 능동적으로 대처하고 낙후된         철도 물류 서비스 제공"," ㅇ 2005년 까지 추진내용     - 용지 보상 계속     - 노반,궤도 (턴기) 계약, 일부 시공     - 건물 실시설계     - 신호 : 실시설계, 지장물이설 일부시공     - 통신 : 실시설계 , 본선로계약, 지장물 일부 시공     - 전력 : 실시설계, 공사계약, 지장물 일부 시공   ㅇ 2006년 추진내용     - 용지 보상     - 노반,궤도 (턴기) 정거장 단계별시공, 본선 토공, 구조물 시공     - 신호 : 삼곡단계별 시공     - 통신 : 단계별시공, 통신설비 구매 착수     - 전력 : 단계별시공   ㅇ 2007년 추진내용     - 노반,궤도 (턴기) 정거장 단계별시공, 본선 토공, 구조물 시공     - 건물 : 고명역사외 변전건물 착수     - 신호 : 단계별 시공     - 통신 : 단계별시공, 통신설비 구매     - 전력 : 단계별시공, 지급자재 구매   ㅇ 2008년 추진내용     - 노반,궤도 (턴기) 정거장 단계별시공, 본선 토공, 구조물 시공     - 건물 : 고명역사외 변전건물, 삼곡역사 착수     - 신호 : 단계별 시공, 공사/감리 착수     - 통신 : 단계별시공, 통신설비 구매     - 전력 : 단계별시공, 제천수전실 착수   ㅇ 2009년 추진내용     - 노반,궤도,건물,전기분야 공사 계속 추진     - '09.04.19 제천~고명간 특수선 운행선 변경완료     - '09.12.29 제천~도담간 신설 단선개통(운행선변경) 완료    ㅇ 2010년 추진내용     - '11년 복선개통을 위한 전분야 공사 계속 추진   ㅇ 2011년 추진계획     - '11.3.31 제천~도담 복선개통 완료     - 사업완공을 위한 뒷마무리 시행"
2670088,2003-01-02,2018-12-31,"  사업내용 : 동해남부선 울산~포항 단선(76.5km)을 복선전철화.  사업기간 : 2003~2021  총사업비 : 2조 6,701억원  사업효과       - 경부고속철도 연계를 위한 전철망 구축으로 여객 교통편의 제공      - 동해축 간선철도 기능 확보(부산~울산, 포항~삼척 사업과 연계)      - 울산, 경주, 포항지역 개발촉진      - 열차운행시간 33분 단축(78분 -> 45분)      - 열차운행 119회 증가(34회 -> 153회) "," '00.03~07  : 예비타당성 조사(B/C 1.53)  '03.03~11  : 타당성조사 및 기본계획 시행  '03.12.30   : 대형공사입찰방법 심의(기타 5개 공구, 대안 3개 공구)   '04.06~05.12 : 노반 기본설계 완료(4개구간)  '06.10.20 : 총사업비 변경협의  '06.11.30~'09.05.17 : 노반실시설계   '07.04.30 : 감사원감사처분 요구 대안공구 기타공사로 변경 처분  '07.06.27 : 대형공사 입찰방법 변경(대안을 기타로)  '07.08.13~'08.12.20 : 사전재해영향성검토용역  '07.08.21~'08.12.20 : 노반실시설계 설계감리용역  '07.08.21~ : 건축기본설계착수(나원, 안강, 송정역사)  '08.07.28~08.03 : 1~8공구 설계VE 시행  '08.11.03   : 노반실시설계 1~8공구 설계자문회의 실시  '08.12.      : 설계성과물 설계심사 시행(12.1~20)     '08.12.26 : 조달청 설계적정성 심사요청   '09.01.30 : 대형공사 입찰방법 재심의(2,3,7공구 대안→기타)    '09.04.20 : 총사업비 승인  '09.04.23 : 사업실시계획 승인(제2009-197호)  '09.04.27 : 노반분야 전공구(1~8공구) 공사 착수  '09.05.12~06.10 : 감리용역 착공  '09.09.10 : 사후환경조사용역 착수  '09.12.28 : 사업실시계획 정정승인(제2009-129호)  '11.03 : 기획재정부 간이타당성 재조사 결과통보  '11.03.08 : 사업실시계획 변경승인(제2011-67호)  '11.04 : 11년 사업비 수시배정  '15.04.01 : 신경주~포항간 우선 개통  '15.04.06 : 총 사업비 조정(14차)  '15.06.15 : 사업실시계획 변경(국토교통부 고시 제2015-376호)   '16.07.07 : 사업실시계획 변경(국토교통부 고시 제2016-436호)   '18.09.05 : 사업실시계획 변경(국토교통부 고시 제2018-542호)                 * 사업기간 연장 '18년->'20년, 증 2년  '19.06.07 : 총사업비 협의조정(사업기간 연장 '20년->'21년)  '19.08.06 : 사업실시계획 변경승인(국토부고시 제2019-406호)                * 사업기간 변경 : 당초 `20년 → `21년, 증 1년"
1085392,2003-06-03,2017-12-31," o 사업내용 : 경전선 진주∼광양간 51.5km 복선화건설   o 필 요 성 : 광양항 개발에 따라 증가하는 물동량 수송을 위하여                   경전선 진주~광양간의 선로용량 확충 및 경부선                   (동해남부선), 호남선과의 미연결 부분을 연결하여                   남해안 동서축 간선 철도망 구축      o 사업기간 : 2003 ~ 2017년   o 총사업비 : 1,085,392백만원   o 사업효과     - 경부선, 호남선, 전라선과의 연계를 통한 지역개발 및  영, 호남        교류촉진     - 남해안축 철도망 확충으로 철도수송의 효율성 증대     - 선로용량 증가 및 운행시간단축(36 ⇒ 157회/일, 73분 ⇒ 42분)     - 남해안일대 공업단지 연결 및 관광자원 개발","○ ´97.05~'98.12 :타당성 조사 완료(B/C 1.12) ○ ´00.03~'00.12 :기본계획 수립 완료 ○ ´03.11~'06.07 :교통, 환경영향평가 완료 ○ ´03.06~'06.12 :노반1,3,4,7,8공구 기본 및 실시설계완료 ○ ´04.11~´04.12 :노반 2,5,6공구 입찰공고 ○ ´05.04~'06.12 :전력,통신,신호설비 기본설계 완료 ○ ´05.06~'06.12 :노반 2,5,6공구 실시설계 적격자 선정 ○ ´06.03.03       :국가철도망 구축계획변경(건설교통부 제58호) ○ ´06.04~'06.09 :사전재해영향성 검토 완료 ○ ´06.05           :노반 실시설계 완료 ○ ´06.07~'06.12 :하동, 북천역사 신축공사 기본설계 완료 ○ ´06.12           :사업실시계획 승인 요청 ○ ´06.12           :노반 1,3,4,7,8공구 조달청 심사 ○ ´06.12.26       :노반 2,5,6공구 공사착공(T/K구간) ○ ´07.03           :기본설계결과 총사업비 변경 ○ ´07.05.22       :진주~광양 복선화 사업 추진계획 방침(이사장)   -총사업비 협의, 사업실시계획 승인 등 행정조치는 완료토록 추진   -기 발주된 턴키공사는 예산확보가 가능할 때까지 공사중지 ○ ´08.05           :노반 기타공사구간 실시설계결과 총사업비변경승인 ○ ´09.01           :노반 2,5,6공구 공사착공(T/K구간) ○ ´09.01.28       :진주~광양 복선화 사업 실시계획 승인(국토부 제2009-41호) ○ ´09.04.30       :노반 1,3,4,7,8공구 공사착공(기타구간) ○ ´09.07           :기획재정부와 총사업비사전협의 ○ ´11.11.11       :사업기간 변경(2012년→2014년) ○ ´13.11.25       :총사업비 변경(1,118,879백만원) ○ ´14.11.26       :사업기간 변경(2014년→2016년) ○ ´14.12.05       :하동외 1개역사 신축공사 착공 ○ ´14.12.11       :완사외 2개역사 신축공사 착공 ○ ´14.12.16       :총사업비 변경(1,129,620백만원) ○ ´14.12.19       :신호설비 공사착공 ○ ´14.12.29       :궤도부설 공사착공 ○ ´14.12.29       :총사업비 변경(1,145,404백만원) ○ ´15.01.13       :전력설비 공사착공 ○ ´15.04.16       :통신설비 공사착공 ○ ´15.05.14       :총사업비 변경(1,127,277백만원) ○ ´15.11.18       :총사업비 변경(1,116,208백만원) ○ ´16.04.14       :사업기간 변경(2016년→2017년) ○ ´16.12.01       :총사업비 변경(1,086,180백만원) ○ ´18.04.03       :총사업비 변경(1"
3701443,1998-12-22,2018-12-31," - 사업내용 : 원주～강릉간 120.7km 철도건설 - 사업구간 : 원주~강릉간 120.7km - 사업기간 : 1996년 ~ 2018년 - 사업효과 :      · 중앙선 노선과 연계하여 수송시간 단축 및 국토의 균형발전 촉진     · 낙후된 강원지역 개발촉진 및 동해권 물류수송의 수도권 지역의         직결화로 물류비용절감     · 2018년 평창동계올림픽 철도수송인프라 구축으로 성공개최 지원 - 총사업비 : 3조 7,846억원",- ‘96. 05:타당성 조사(서울대학교 공학연구소) - ‘97.04~‘99.12:횡성~강릉간 노반 기본설계 시행 - ‘04.12~‘06.12:노반기본설계 시행 - ‘10.08.26~‘12.06.30:노반실시설계 - ‘12.04.06:원주~강릉 철도건설사업 사업실시계획 고시 - ‘12.04.16~‘13.06.28:강릉시구간 궤도공사 실시설계 시행 - ‘12.06.01:원주~강릉 철도건설 기공식 - ‘12.06.15:원주~강릉 철도건설(평창~강릉간)노반공
102731,2004-02-02,2018-12-31,"0 사업내용 : 부전~마산간 51.4km 복선전철건설 0 필요성   - 부산 및 서부경남권 지역주민 교통편의 제공   - 남해안일대 공업단지 연결 및 관광자원 개발   - 남해안축 철도망 확충으로 영호남 교류 촉진 및 수송효율 증대 0 사업기간 : 2004년 ~ 2013년 0 사업효과   - 경부선, 호남선, 전라선과의 연계를 통한 철도수송 효율제고 및     지역개발 촉진","0 1998.12 : 경전선 직,복선화 타당성 조사 시행 0 2004. 5 : 대형공사 입찰방법 심의(기타공사 5개, 턴키공사 1개공구) 0 2004. 8 : 노반기본설계 착수 0 2005. 6 : 환경,교통영향평가 착수 0 2007. 2 : 총사업비 협의요청(노반기본설계 결과 반영) "
2005307,1995-07-14,2019-12-31,"○ 사업기간 : 1995~2020년 ○ 총사업비 : 2,005,307백만원(국고 1,324,600백만원 포함) ○ 사업규모 : 수원~인천간 52.8km 복선전철 건설 ○ 역사 : 수원-고색-봉담-어천-야목-사리-[한대앞~오이도]-달월-월곶-소래(소래포구)-논현택지(인천논현)-논현(호구포)-남동(남동인더스파크)-승기(원인재)-연수-송도-학익(신설역,'12.4월)-용현(인하대)-남부(숭의)-국제여객터미널(신포)-인천 ○ 경제성분석 : 1992 타당성조사=B/C=1.86                       2004.6 타당성재검증  1. 건설비=1,661,929백만원시 NPV=-163,788백만,BC=0.8836,IRR=6.41%  2. 건설비=1,226,143백만원시 NPV=101,643백만원,BC=1.0890,IRR=8.30% ○ 사업효과   - 수도권 서남부 도시철도망 형성   - 지역개발촉진 및 서남부 지역주민 교통편의 제공   - 경인, 경호축 화물분담 및 대중국 교역에 따른 화물수요처리"," ○ '92. 6～'92.11 : 수원~인천 타당성조사 시행  ○ '95. 7～'96.12 : 정왕~남동 기본설계 시행  ○ '96.12～'98.12 : 수원~한대앞 기본계획 시행  ○ '00.12～'02.6 : 오이도~연수 기본 및 실시설계 시행  ○ '01. 3～'04. 5 : 수원~한대앞 및 연수~인천간 실시설계 시행  ○ '04.11.02 : 수인선 배선계획 결정 (첨부자료)  ○ '04.12.30 ~'06.12.08 : 오이도~인천간 노반 공사 착공 (제1,4,5,6공구)  ○ '06. 12.8 : 사업실시계획 승인 (건교부고시 제2006-521호)        - 구간 : 인천시구간      ○ '07.  6.18 : 사업실시계획 승인 (건교부고시 제2007-218호)        - 구간 : 수원~고색,시흥시 일부  ○ '08.12.16  : 사업실시계획변경승인(연장:2015년까지)  ○ ‘11.05.30 : 사업실시계획 변경 승인(국토부고시 제2011-244호)        - 구간 : 소래~인천, 인천항 화물인입선 신설(L=635.3M)  ○ ‘11.06.24 : 사업실시계획 승인(국토부 고시 제2011-305호)                        - 구간 : 고색~한대간   ○ '11.10.13 : 사업실시계획 변경 승인(국토부 고시 제2011-17611                        호) 구간 : 수원~고색, 오이도~월곶  ○ '12.01.25 : 사업실시계획 변경 승인(국토부 고시 제2012-19호)                        - 수인선(오이도~송도간 전기분야) 실시계획 승인  ○ '12.04.19 : 학익역(추가역) 신설 위,수탁 협약체결  ○ '12.06.30 : 수인선 오이도~송도구간(13.1km) 우선 개통         ○ '12.09.12 : 사업실시계획 승인(국토부 고시 제2012-648호)  ○ '13.03.11 : 수인선 2공구 지하화 사업화 협약  ○ '13.11.19 : 사업실시계획 승인(구간 1개로 통합2013-696)      ○ '14.9.18  : 사업실시계획변경승인(연장:2017년까지)  ○ '15.4.9 : 사업실시계획변경승인(국토부 고시 제2015-231호)  ○ '15.10.19 : 사업실시계획변경승인(국토부 고시 제2015-775호)  ○ '16.02.27 : 수인선 송도~인천구간(7.3km) 개통   ○ '16.12.28 : 사업실시계획변경승인(연장:2018년까지)  ○ '17.11.10 : 사업실시계획변경승인(연장:2019년까지)  ○ '18.11. : 수원~한대앞 구간 고색, 봉담 등 건물  신축공사 착공  ○ '19.04.12 : 총사업비 자율조정(제 27차)  ○ '19.10.04 : 사업실시계획변경승인(기간연장 '19년→'20년)   "
856557,1995-07-03,2008-12-31,"ㅇ 사업내용 : 의정부~동안 21.8km 단선 ⇒ 복선전철화                    동안~소요산  2.5km 단선 ⇒ 전철화 ㅇ 사업기간 : 1995~2007 ㅇ 총사업비 : 884,567백만원(지방비 255,334백만원 포함) ㅇ 사업효과     - 수도권 광역전철망 구축으로 도심권 인구 분산에 기여     - 지역개발 촉진     - 남북관계 개선 및 통일에 대비     - 선로용량 증가(23회/일→102회/일,편도)",ㅇ ’06년 12월 15일 의정부~소요산간 개통 ㅇ 덕계역사 신설 중점 추진 중(’07. 12월 영업개시 예정)
742788,2000-01-03,2012-12-28,"  1) 사업내용 : 분당선 왕십리～선릉간 6.8km 복선전철 건설   2) 사업기간 : 2000 ～ 2012년   3) 총사업비 :782,135백만원(지방비233,724백만원 포함)   4) 사업효과     - 광역전철망 확충으로 대중교통중심의 수송체계 구축,      분당선의 열차운용 효율 극대화(선릉∼오리→왕십리∼오리∼수원)      지하철(2,5,7,9호선) 환승으로 전철이용 편리성 증대","   ○ '89.05.03       : 사전조사    ○ '89.05.04       : 분당신도시 개발지구 지정고시(국토해양부)    ○ '90.11.          : 왕십리～수서간 노반실시설계    ○ '90.12.          : 왕십리～수서간 교통영향평가 완료    ○ '90.12.21       : 왕십리～분당 복선전철 심의(왕십리,청담,강남                             구청)    ○ '91.08.          : 왕십리～수서간 환경영향평가 완료    ○ '92.12.          : 왕십리～선릉간 장래사업으로 별도추진 결정    ○ '97.04.          : 왕십리～수서간 도시계획시설결정    ○ '98.12.24       : 제1차 수도권광역교통5개년계획 심의확정    ○ '99.12.20       : 제1차 수도권광역교통5개년 추진계획(철도부분)                            고시(관보14386 : 철도청제199-45호, 왕십리～                            선릉 사업계획기간 : 2000년～2008년)    ○ '01.07. ～ ‘02.08. : 노반 보완 실시설계 시행    ○ '01.09. ～ ‘02.11. : 전기분야 실시설계 시행    ○ '01.12. ～ ‘02.09. : 건물분야 실시설계 시행    ○ '03.03.24        : 왕십리～선릉간 환경영향평가 협의 완료    ○ '03.06.20        : 노반공사(제4공구) 착공    ○ '03.10.10        : 노반공사(제3공구) 착공    ○ '03.09. ～ ‘03.12. : 삼릉역 타당성 재검증 시행    ○ '04.02.24        : 왕십리～선릉간 교통영향평가 협의 완료    ○ '04.04.01        : 제2차수도권광역교통5개년계획 및 추진계획                              심의확정    ○ '04.10.01 ～ 21 : 노반공사(제1, 2, 5공구) 착공    ○ '05.04.16       : 사업실시계획승인(건설교통부고시 제2005-87)    ○ '10. 4.19       : 사업실시계획 변경승인(국토해양부 제2010-228)    ○ '10.12.20       : 총사업비 조정결과 통보(투자심사과-4337)    ○ '11.10.28       : 총사업비 조정결과 통보(총사업비관리과-682)    ○ '11.12.23       : 사업실시계획 변경 승인(국토해양부 고시                              제2011-824)  ○ '12.10.06       : 개통"
502640,2002-12-18,2013-09-30,"ㅇ 전라선 익산~신리간 35.1km, 신리~순천간 110.5㎞ 복선 전철화    - 익산~신리 35.1km (기존 단선 ⇒ 복선전철화)    - 신리~순천 110.5km (기존 복선 ⇒ 전철화)  ㅇ 사업 필요성    - 전라선 권역(전주, 남원, 순천, 여수지역) KTX운행으로 국가      경쟁력  제고 및 지역 균형 발전 도모    - 전국 반일 생활권 형성으로 국민 생활수준 향상    - 광양항 및 여천국가산업단지 등의 화물수송능력 증대와 물류비       절감    - 2012년 “여수 세계엑스포”의 성공적인 개최 지원 도모   ㅇ 사업기간 : 2002 ～ 2012년  ㅇ 총사업비 : 502,640백만원    - 익산~신리 : 470,699백만원(BTL 민간자본)    - 신리~순천 : 502,640백만원(국가재정)  ㅇ 사업효과    - 전주, 순천 지역의 KTX고속철도 서비스 조기 제공    - 철도수송 동력비 및 차량보수비 등 물류비용 절감     - 환경친화적 교통수단 확보","ㅇ 전라선 복선전철화     - ‘01. 06 : 예비타당성 조사(기획예산처, B/C 1.40)     - ‘01.12. ∼ ‘02. 8 : 기본계획 수립     - ‘04. 3. 12 : 국가물류체계 개선대책(국무회의)                       ※ 2006년까지 전라선 전철화     - ‘04. 06. 29 : 기본 및 실시설계 착수     - ‘04. 12. 31 : 전기분야 실시설계 완료d     - ‘05. 03 : 감사원 재무감사     - ‘05. 04 : 전기분야 공사 발주     - ‘05. 08. 01 : 신리~순천 사업실시설계 승인     - ‘05. 08. 19 : 감사원 감사결과 처분요구(감사원→건교부)     - ‘05. 09 : 궤도 및 전기분야 공사착공     - ‘05. 10. 21 : 전라선 복선 전철화사업 추진 계획 변경(건교부)                   ※ 감사원 처분 결과 수용하여 익산∼신리간 복선화                       및 전구간 전철화 2010년 동시 개통으로 사업계획 변경     - ‘09. 12 : 익산~순천간 노반분야 완료     - ‘10. 01 : 전라선 사업실시계획 변경(2010년→2011년)     - ‘10. 10 : 궤도, 건축, 전기분야 완료     - ‘11.07.13 ~ 07.19 : 종합시험운행 시행전 사전점검     - '11.08.21: 전라선 고속화 추가시행 지시(국토부)     - ‘11.08.22 ~ 08.31 : 시설물 검증시험     - ‘11.09.05 ~ 10.04 : 영업시운전     - ‘11. 10. 05 : 전라선 복선전철화 개통     - ‘11. 11. 23 : 전라선 사업기간 연장 승인(2011년→2012년)  ㅇ 익산~신리 복선전철(BTL)     - ‘06.01～’06.05 : 민자적격성 및 시설사업기본계획수립     - ‘06. 6. 30      : 시설사업기본계획 고시     - ‘06. 8. 28      : 시설사업기본계획 변경고시     - ‘06.10. 27      : 우선협상대상자 선정     - ‘07. 3. 28      : 민간투자사업심의위원회 심의     - ‘07. 4. 10      : 실시협약체결 및 사업시행자 지정     - ‘07. 7. 30      : 사업실시계획 승인     - ‘07. 7. 31      : 공사착공     - ‘07. 7. 31 ~ 현재  : 노반공사 적극 추진 중     - ‘09. 12 : 익산~순천간 노반분야 완료     - ‘11.08.01 ~ 08.03 : 종합시험운행 시행전 사전점검     - ‘11.08.22 ~ 08.31 : 시설물 검증시험     - ‘11.09.05 ~ 10.04 : 영업시운전     - ‘11. 10. 05 : 전라선 복선전철화 개통     - ‘11. 11. 23 : 전라선 사업기간 연장 승인(2011년→2012년)"
238744,2004-02-13,2018-06-18," ㅇ 사업내용 : 소사~원시간 23.3Km 복선전철 건설  ㅇ 필 요 성 : 경인선, 수인선 등 동서로 계획된 수도권 전철의 연계                    을 위한 남북연결노선 건설 필요  ㅇ 총사업비 및 사업기간 : 1조 7635억원 / 2003~2016  ㅇ 사업효과 :   -  남서부 수도권 지역 통행시민의 교통편익 증진 및 지역경제 활성화   - 신항만 및 공단개발에 따른 교통수요의 급격한 증가에 대비","ㅇ 2001.11 ~ 2002. 7 : 예비타당성 조사(기획예산처, B/C 1.18) ㅇ 2003. 2 ~ 2003.12 : 타당성조사 및 기본계획 시행 ㅇ 2004. 8 ~ 2007. 11 : 기본설계 시행 ㅇ 2006. 6 : 민자사업으로 전환 ㅇ 2008.9.12 : 우선협상대상자 지정(대우건설 컨소시엄) ㅇ 2009.11.10 : 가협약 체결 ㅇ 2010.12.21 : 실시협약 체결 ㅇ 2011.2.10 : 실시계획 승인 요청 "
368729,2003-04-09,2014-07-31," ㅇ 사업내용 : 태백선 제천~입석리간 14.3km 단선전철 → 복선전철화    ㅇ 사업기간 : 2002년 ~ 2012년   ㅇ 총사업비 : 381,420백만원   ㅇ 사업효과    - 태백선 제천, 쌍용지구 양회수송 원활 및 강원 내륙지역의        부존자원개발로 지역발전 도모    - 대량수송으로 물류비용 절감    - 강원내륙 지역발전 촉진 "," ㅇ2008년 까지 추진사항    - 사업실시계획승인(06.06.19)    - 노반,궤도(턴키) 계약 및 착공    - 노반분야 공사본격 시행     - 용지 보상 추진    - 전력, 신호, 통신분야 실시설계     ㅇ 2009년 추진사항    - 용지 보상 계속 추진    - 노반분야 공사(터널 및 교량) 계속추진    - 건물,전력분야 실시설계     ㅇ 2010년 추진사항    - 용지보상 계속    - 노반공사(송학터널, 강제고가 등) 계속 추진    - 건물,전력,통신,신호분야 실시설계   ㅇ 2011년 추진계획    - 용지보상 계속    - 노반공사(송학터널, 강제고가 등) 계속 추진    - 건물,전력,통신,신호분야 실시설계 및 착수  ㅇ 2012년 추진계획    - 용지보상 계속    - 노반공사(송학터널, 강제고가 등) 계속 추진    - 전차선 및 신호공사 추진     "
1903638,1999-06-24,2017-12-31,"○ 사업내용 : 성남~여주간 57km복선전철 건설 ○ 사업기간 : 2008~2017년 ○ 총사업비 : 1,948,515백만원 ○ 사업효과 : 수도권 동남부지역 개발촉진 및 지역주민 교통편의 제공 ○ 추진경위   - ‘98.03~10   예비타당성조사(서울대공학연구소, B/C 1.24)   - ‘02.02~12   타당성조사 및 기본계획 수립   - ‘06.09.18    환경영향평가 협의 완료   - ‘06.11.27    교통영향평가 협의 완료   - ‘07.11.20    1공구 공사 착공   - ‘07.11.25    2공구 공사 착공   - ‘08.01.28    1,2공구 사업실시계획 승인   - ‘08.08.27    3～9공구 사업실시계획 승인   - ‘09.04        노반 전공구 착공   - ‘10.12        노반 1공구 준공(판교택지구간)   - ‘11.04.20~  판교~부발간 교량구간 공사일시중지   - ‘12.11.       부발차량기지 사업실시계획 승인   - ‘12.12        부발차량기지 착공   - ‘14.04.       변전설비 사업실시계획 승인   - '14.08.       궤도 공사착공   - '14.09.       전차선 공사착공   - '14.10.       건물 공사착공   - '14.12.       신호 공사착공   - '15.03.       통신 공사착공   - '15.06.30    사업실시계획변경 승인고시(국토부고시제2015-405호)   - '15.07.       노반 본선 완료   - '15.11.       궤도 공사 완료   - '15.12.       전차선 가선 조정 완료   - '16.03.       사전점검 실시   - '16.04.       시설물검증시험 실시   - '16.06.~7   영업시운전 실시   - '16.09.24    성남~여주 복선전철 개통","□ 2016년 추진실적   - '16년예산 1,218억원 달성(97.7%) * 본예산 693억, 이월예산 525억   - '16년 9월 24일 개통   □ 2017년 추진계획   - '17년예산 86억원 집행예정 * 본예산 0억, 이월예산 86억   - `17년 3월 부발차량기지 준공예정   □ 2017. 1월말 기준 분야별 주요공사 추진현황(공정율 96.9%)  ○ 노반(100%)    - 본선 구조물 시공완료  ○ 궤도(100%)     - 궤도 부설 완료  ○ 건물(100%)     - 판교역 외 10개 역사 시공완료  ○ 전력(100%)    - 본선, 역사 시공완료  ○ 신호(100%)    - 본선, 역사 시공완료  ○ 통신(100%)    - 본선, 역사 시공완료  ○ 차량기지(98.0%)    - 경수선공장 사무동 마감공사    - 경계 능형망 울타리 설치공사    - 조경 식재공사 및 구내도로 설치공사"
3389643,2002-01-02,2020-12-31,"사업내용 : 동해선 포항~삼척간 166.3km 단선철도 건설 사업기간 : 2002년~2020년 총사업비 : 3,389,643 백만원 사업효과  - 동해안권 관광 통행 수요 분담 및 동해안 지역개발 촉진  - 환동해권 철도망 구축으로 국가 기간 철도망 확충","96.7~97.5  : 타당성조사(서울대 공학연구소) 00.3~00.12 : 기본계획 수립(교통개발연구원,유신,동명)(B/C1.054) 02. 6~3.11  : 노반 기본설계 완료 03.12 : 3~5, 7~11공구 노반 실시설계 착수 04. 6 : 12~16공구 노반 실시설계 착수 04. 8 : 노반 실시설계 설계감리 착수 05. 3 : 1~2공구 노반 실시설계 착수 06.12 : 노반실시설계 완료 08. 2 : 노반실시설계 완료에 따른 총사업비 변경 08. 3 : 사업실시계획 승인(포항시구간 1,2,3공구) 및 제1공구 노반공사           착수 09. 4 : 사업 실시계획 승인(4~16공구) 09. 4 : 제6,17공구 노반실시설계 착수 09. 5 : 노반 2~5공구 착수 09. 5 : 노반 2~5공구 감리용역 착수 14.11  : 6, 15, 16공구 착공 14.12  : 7, 8, 13, 14공구 착공 15.01  : 9, 10, 11, 12공구 착공 15.03  : 포항KTX역 우선개통 15.09 : 사업실시계획 변경(철도건설과-2577호, 2015.09.10) 16.05 : 사업실시계획 변경(국토교통부고시제2016-292호, 2016.05.26)            * 사업기간 변경(2018.12.31 → 2020.12.31) 16.08 : 사업실시계획 변경(국토교통부고시제2016-556호, 2016.08.19) 16.12 : 사업실시계획 변경(국토교통부고시제2016-787호, 2016.12.01) 17.06 : 사업실시계획 변경(국토교통부고시제2017-396호, 2017.06.16) 17.11 : 사업실시계획 변경(국토교통부고시제2017-707호, 2017.11.03) 17.12 : 사업실시계획 변경(국토교통부고시제2017-832호, 2017.12.19) 18.01 : 포항~영덕구간 개통(2018.01.26) 18.05 : 사업실시계획 변경(국토교통부고시제2018-252호, 2018.05.08) 18.08 : 사업실시계획 변경(국토교통부고시제2018-472호, 2018.08.01) 18.09 : 사업실시계획 변경(국토교통부고시제2018-538호, 2018.09.10) 19.04 : 사업실시계획 변경(국토교통부고시제2019-166호, 2019.04.12) 19.05 : 사업실시계획 변경(국토교통부고시제2019-240호, 2019.05.20)            * 사업기간 변경(2020.12.31 → 2022.12.31)"
1551952,2002-05-23,2020-12-31,"о 사업내용 : 경전선 보성 ~ 임성리간 82.5㎞ 단선철도 건설    - 주요시설 : 교량37개소(11.7km), 터널 23개소(29.1km), 토공     (41.7km), 정거장 7개소(보성, 장동, 장흥, 강진, 해남, 영암, 임성리)  о 사업기간 : 2002 ~ 2020년  о 총사업비 : 1조 5,520억원  о 건설계획 (설계속도 200㎞/h)    - '03년 공사착공, '20년 개통을 목표로 공사추진  о 사업효과    - 제4차 국토종합계획에 따른 남해안축 국토 개조    - 남해안 관광벨트 개발계획 기반 조성 및 지역개발 촉진    - 운행시간 및 선로연장 단축으로 철도 이용수요 창출"," о '98.12            : 경전선 직복선화 타당성 조사  о '00.12            : 기본계획 수립 (B/C 0.70, 단선전제 1.04)  о '03.12.24        : 턴키구간(2,7공구) 노반공사 착공  о '03.12~’04.12  : 기타구간 실시설계 시행 (5개공구)  о '07.04            : 턴키구간(2,7공구) 노반공사 일시중지  о '09.03.09~04.17  : “국가기간철도망 구축사업 추진실태” 감사                               (감사원)  о '09.09.02        : 감사원 감사 처분 요구(타당성재조사)  о '09.12~’11.02  : 간이타당성 재조사(KDI)  о '11.03.31        : 사업추진방안 확정                           (복선전제 단선비전철⇒단선비전철)  о '12.02.14        : 보완설계 착수  о '13.12.16~‘14.12 : 보완실시설계 과업 일시중지  о '15.01 ~‘15.03  : 보완실시설계 과업 시행      *교통영향분석 개선대책 수립 및 환경영향평가 변경협의 병행 추진  о '15.06.12      : 총사업비 변경(4차 1,388,602백만원)  о '15.11.11      : 기타공구(1,3,4,5,6공구) 착공  о '15.12.14      : 총사업비 변경(5차 1,437,687백만원)  о '16.01.06      : 총사업비 변경(6차 1,304,782백만원)  о '16.05.16      : 총사업비 변경(7차 1,305,095백만원)  о '16.12.26      : 총사업비 변경(8차 1,305,686백만원)  о '17.03.29      : 총사업비 변경(9차 1,309,577백만원)  о '17.09.29      : 총사업비 변경(10차 1,334,792백만원)  о '17.12.18      : 총사업비 변경(11차 1,351,480백만원)  о '18.05.15      : 궤도(1,2공구) 실시설계 착공  о '18.06.28      : 신호설비 실시설계 착공  о '18.09.10      : 총사업비 변경(12차 1,374,059백만원)  о '18.12.12      : 총사업비 변경(13차 1,379,461백만원)   о '19.07.15      : 총사업비 변경(14차 1,380,928백만원)   о '19.11.26      : 총사업비 변경(15차 1,408,600백만원) "
