계약명,계약차수,공정년월,월공정계획율(퍼센트),월공정실적율(퍼센트),보고번호,계약체결일자,계약금액(원),착공일자,준공일자
인천신항 관리부두 축조공사 2차,2,2010-04-01,22.67,29.46,3000557,2010-02-27,7500000000,2010-01-20,2011-01-19
인천신항 관리부두 축조공사 2차,2,2010-03-01,21.15,22.73,3000556,2010-02-27,7500000000,2010-01-20,2011-01-19
인천신항 관리부두 축조공사 2차,2,2010-02-01,15.52,11.56,3000555,2010-02-27,7500000000,2010-01-20,2011-01-19
인천신항 관리부두 축조공사 2차,2,2010-01-01,6.72,0.39,3000554,2010-02-27,7500000000,2010-01-20,2011-01-19
인천신항 관리부두 축조공사(1차),1,2009-07-01,0,0,3000553,2009-11-27,4500000000,2009-06-01,2009-12-31
인천신항 관리부두 축조공사(1차),1,2009-06-01,0,0,3000552,2009-11-27,4500000000,2009-06-01,2009-12-31
인천신항 관리부두 축조공사(1차),1,2009-12-01,100,100,3000551,2009-11-27,4500000000,2009-06-01,2009-12-31
인천신항 관리부두 축조공사(1차),1,2009-09-01,25.56,13.96,3000550,2009-11-27,4500000000,2009-06-01,2009-12-31
인천신항 관리부두 축조공사(1차),1,2009-08-01,16.8,4.4,3000549,2009-11-27,4500000000,2009-06-01,2009-12-31
인천신항 관리부두 축조공사(1차),1,2009-10-01,64.44,56.74,3000548,2009-11-27,4500000000,2009-06-01,2009-12-31
인천신항 관리부두 축조공사(1차),1,2009-11-01,79.25,75,3000547,2009-11-27,4500000000,2009-06-01,2009-12-31
인천신항 건설사업(1단계) 사후환경영향조사용역 2차,2,2010-12-01,99.84,99.84,3000546,2010-02-15,130500000,2010-01-18,2011-02-23
인천신항 건설사업(1단계) 사후환경영향조사용역 2차,2,2010-10-01,96.46,96.46,3000545,2010-02-15,130500000,2010-01-18,2011-02-23
인천신항 건설사업(1단계) 사후환경영향조사용역 2차,2,2010-09-01,76.33,76.33,3000544,2010-02-15,130500000,2010-01-18,2011-02-23
인천신항 건설사업(1단계) 사후환경영향조사용역 2차,2,2010-08-01,72.15,72.15,3000543,2010-02-15,130500000,2010-01-18,2011-02-23
인천신항 건설사업(1단계) 사후환경영향조사용역 2차,2,2010-07-01,69.37,69.37,3000542,2010-02-15,130500000,2010-01-18,2011-02-23
인천신항 건설사업(1단계) 사후환경영향조사용역 2차,2,2010-06-01,50,50,3000541,2010-02-15,130500000,2010-01-18,2011-02-23
인천신항 건설사업(1단계) 사후환경영향조사용역 2차,2,2010-05-01,46.57,46.57,3000540,2010-02-15,130500000,2010-01-18,2011-02-23
인천신항 건설사업(1단계) 사후환경영향조사용역 2차,2,2010-04-01,43.76,43.76,3000539,2010-02-15,130500000,2010-01-18,2011-02-23
인천신항 건설사업(1단계) 사후환경영향조사용역 2차,2,2010-03-01,23.62,23.62,3000538,2010-02-15,130500000,2010-01-18,2011-02-23
인천신항 건설사업(1단계) 사후환경영향조사용역 2차,2,2010-02-01,19.41,19.41,3000537,2010-02-15,130500000,2010-01-18,2011-02-23
인천신항 건설사업(1단계) 사후환경영향조사용역 2차,2,2010-01-01,0.03,0.03,3000536,2010-02-15,130500000,2010-01-18,2011-02-23
인천신항 건설사업(1단계) 사후환경영향조사용역 1차,1,2009-11-01,96.46,96.46,3000535,2009-12-01,130500000,2009-02-24,2009-12-22
인천신항 건설사업(1단계) 사후환경영향조사용역 1차,1,2009-10-01,76.33,76.33,3000534,2009-12-01,130500000,2009-02-24,2009-12-22
인천신항 건설사업(1단계) 사후환경영향조사용역 1차,1,2009-09-01,72.15,72.15,3000533,2009-12-01,130500000,2009-02-24,2009-12-22
인천신항 건설사업(1단계) 사후환경영향조사용역 1차,1,2009-08-01,69.37,69.37,3000532,2009-12-01,130500000,2009-02-24,2009-12-22
인천신항 건설사업(1단계) 사후환경영향조사용역 1차,1,2009-07-01,50,50,3000531,2009-12-01,130500000,2009-02-24,2009-12-22
인천신항 건설사업(1단계) 사후환경영향조사용역 1차,1,2009-06-01,46.57,46.57,3000530,2009-12-01,130500000,2009-02-24,2009-12-22
인천신항 건설사업(1단계) 사후환경영향조사용역 1차,1,2009-05-01,43.76,43.76,3000529,2009-12-01,130500000,2009-02-24,2009-12-22
인천신항 건설사업(1단계) 사후환경영향조사용역 1차,1,2009-04-01,23.62,23.62,3000528,2009-12-01,130500000,2009-02-24,2009-12-22
인천신항 건설사업(1단계) 사후환경영향조사용역 1차,1,2009-03-01,19.41,19.41,3000527,2009-12-01,130500000,2009-02-24,2009-12-22
인천신항 건설사업(1단계) 사후환경영향조사용역 1차,1,2009-02-01,0.03,0.03,3000526,2009-12-01,130500000,2009-02-24,2009-12-22
인천신항 배후단지 호안축조 기본 및 실시설계용역,1,2009-11-01,11.9,12.4,3000525,2009-02-20,1658000000,2009-02-23,2009-12-22
인천신항 배후단지 호안축조 기본 및 실시설계용역,1,2009-10-01,7.9,8.4,3000524,2009-02-20,1658000000,2009-02-23,2009-12-22
인천신항 배후단지 호안축조 기본 및 실시설계용역,1,2009-09-01,9.1,8.4,3000523,2009-02-20,1658000000,2009-02-23,2009-12-22
인천신항 배후단지 호안축조 기본 및 실시설계용역,1,2009-08-01,6.2,6.9,3000522,2009-02-20,1658000000,2009-02-23,2009-12-22
인천신항 배후단지 호안축조 기본 및 실시설계용역,1,2009-07-01,8.6,10.4,3000521,2009-02-20,1658000000,2009-02-23,2009-12-22
인천신항 배후단지 호안축조 기본 및 실시설계용역,1,2009-06-01,17.5,17,3000520,2009-02-20,1658000000,2009-02-23,2009-12-22
인천신항 배후단지 호안축조 기본 및 실시설계용역,1,2009-05-01,19.7,19.4,3000519,2009-02-20,1658000000,2009-02-23,2009-12-22
인천신항 배후단지 호안축조 기본 및 실시설계용역,1,2009-04-01,11.2,11.6,3000518,2009-02-20,1658000000,2009-02-23,2009-12-22
인천신항 배후단지 호안축조 기본 및 실시설계용역,1,2009-03-01,3.6,3.5,3000517,2009-02-20,1658000000,2009-02-23,2009-12-22
인천북항 환경영향조사용역(배후시설 및 영종도 준설토투기장) 3차,3,2009-11-01,90.67,89.02,3000516,2009-01-09,74000000,2009-01-14,2010-01-13
인천북항 환경영향조사용역(배후시설 및 영종도 준설토투기장) 3차,3,2009-10-01,83.98,77.4,3000515,2009-01-09,74000000,2009-01-14,2010-01-13
인천북항 환경영향조사용역(배후시설 및 영종도 준설토투기장) 3차,3,2009-09-01,81.11,74.53,3000514,2009-01-09,74000000,2009-01-14,2010-01-13
인천북항 환경영향조사용역(배후시설 및 영종도 준설토투기장) 3차,3,2009-08-01,69.24,62.66,3000513,2009-01-09,74000000,2009-01-14,2010-01-13
인천북항 환경영향조사용역(배후시설 및 영종도 준설토투기장) 3차,3,2009-07-01,58.32,51.74,3000512,2009-01-09,74000000,2009-01-14,2010-01-13
인천북항 환경영향조사용역(배후시설 및 영종도 준설토투기장) 3차,3,2009-06-01,36.64,36.64,3000511,2009-01-09,74000000,2009-01-14,2010-01-13
인천북항 환경영향조사용역(배후시설 및 영종도 준설토투기장) 3차,3,2009-05-01,25.74,25.74,3000510,2009-01-09,74000000,2009-01-14,2010-01-13
인천북항 환경영향조사용역(배후시설 및 영종도 준설토투기장) 3차,3,2009-04-01,15.24,15.24,3000509,2009-01-09,74000000,2009-01-14,2010-01-13
인천북항 환경영향조사용역(배후시설 및 영종도 준설토투기장) 3차,3,2009-03-01,9.22,9.22,3000508,2009-01-09,74000000,2009-01-14,2010-01-13
인천북항 환경영향조사용역(배후시설 및 영종도 준설토투기장) 3차,3,2009-02-01,2.5,2.5,3000507,2009-01-09,74000000,2009-01-14,2010-01-13
인천북항 환경영향조사용역(배후시설 및 영종도 준설토투기장) 3차,3,2009-01-01,1.27,1.27,3000506,2009-01-09,74000000,2009-01-14,2010-01-13
인천북항 환경영향조사용역2차(배후시설 및 영종도 준설토투기장),2,2008-11-01,87.9,87.9,3000505,2008-01-29,119000000,2008-02-01,2009-01-31
인천북항 환경영향조사용역2차(배후시설 및 영종도 준설토투기장),2,2008-10-01,75.17,75.17,3000504,2008-01-29,119000000,2008-02-01,2009-01-31
인천북항 환경영향조사용역2차(배후시설 및 영종도 준설토투기장),2,2008-09-01,74.44,74.44,3000503,2008-01-29,119000000,2008-02-01,2009-01-31
인천북항 환경영향조사용역2차(배후시설 및 영종도 준설토투기장),2,2008-08-01,63.57,63.57,3000502,2008-01-29,119000000,2008-02-01,2009-01-31
인천북항 환경영향조사용역2차(배후시설 및 영종도 준설토투기장),2,2008-07-01,52.09,52.09,3000501,2008-01-29,119000000,2008-02-01,2009-01-31
인천북항 환경영향조사용역2차(배후시설 및 영종도 준설토투기장),2,2008-06-01,40.43,40.43,3000500,2008-01-29,119000000,2008-02-01,2009-01-31
인천북항 환경영향조사용역2차(배후시설 및 영종도 준설토투기장),2,2008-03-01,9.49,9.49,3000499,2008-01-29,119000000,2008-02-01,2009-01-31
인천북항 환경영향조사용역2차(배후시설 및 영종도 준설토투기장),2,2008-04-01,16.91,16.91,3000498,2008-01-29,119000000,2008-02-01,2009-01-31
인천북항 환경영향조사용역2차(배후시설 및 영종도 준설토투기장),2,2008-05-01,28.3,28.3,3000497,2008-01-29,119000000,2008-02-01,2009-01-31
인천북항 환경영향조사용역2차(배후시설 및 영종도 준설토투기장),2,2008-02-01,1.46,1.46,3000496,2008-01-29,119000000,2008-02-01,2009-01-31
인천북 환경영향조사용역(1차)(배후시설 및 영종도 준설토투기장),1,2007-10-01,73.52,73.52,3000495,2007-03-14,50000000,2007-03-13,2008-03-13
인천북 환경영향조사용역(1차)(배후시설 및 영종도 준설토투기장),1,2007-03-01,18.4,3.26,3000494,2007-03-14,50000000,2007-03-13,2008-03-13
인천북 환경영향조사용역(1차)(배후시설 및 영종도 준설토투기장),1,2007-11-01,86.89,86.89,3000493,2007-03-14,50000000,2007-03-13,2008-03-13
인천북 환경영향조사용역(1차)(배후시설 및 영종도 준설토투기장),1,2007-09-01,63.97,63.97,3000492,2007-03-14,50000000,2007-03-13,2008-03-13
인천북 환경영향조사용역(1차)(배후시설 및 영종도 준설토투기장),1,2007-08-01,84.57,52.52,3000491,2007-03-14,50000000,2007-03-13,2008-03-13
인천북 환경영향조사용역(1차)(배후시설 및 영종도 준설토투기장),1,2007-07-01,80.84,40.81,3000490,2007-03-14,50000000,2007-03-13,2008-03-13
인천북 환경영향조사용역(1차)(배후시설 및 영종도 준설토투기장),1,2007-05-01,26.99,16.43,3000489,2007-03-14,50000000,2007-03-13,2008-03-13
인천북 환경영향조사용역(1차)(배후시설 및 영종도 준설토투기장),1,2007-06-01,57.46,29.58,3000488,2007-03-14,50000000,2007-03-13,2008-03-13
인천북 환경영향조사용역(1차)(배후시설 및 영종도 준설토투기장),1,2007-04-01,25.36,6.25,3000487,2007-03-14,50000000,2007-03-13,2008-03-13
인천북항 배후시설공사 전면책임감리용역 4차,4,2009-03-01,97,97,3000486,2009-04-15,72046000,2009-02-10,2009-04-03
인천북항 배후시설공사 전면책임감리용역 4차,4,2009-02-01,39,39,3000485,2009-04-15,72046000,2009-02-10,2009-04-03
인천북항 배후시설공사 전면책임감리용역 3차,3,2008-12-01,90,90,3000484,2008-01-15,518000000,2007-04-25,2009-01-24
인천북항 배후시설공사 전면책임감리용역 3차,3,2008-11-01,77,77,3000483,2008-01-15,518000000,2007-04-25,2009-01-24
인천북항 배후시설공사 전면책임감리용역 3차,3,2008-10-01,67,67,3000482,2008-01-15,518000000,2007-04-25,2009-01-24
인천북항 배후시설공사 전면책임감리용역 3차,3,2008-07-01,47,47,3000479,2008-01-15,518000000,2007-04-25,2009-01-24
인천북항 배후시설공사 전면책임감리용역 3차,3,2008-06-01,39,39,3000478,2008-01-15,518000000,2007-04-25,2009-01-24
인천북항 배후시설공사 전면책임감리용역 3차,3,2008-05-01,32,32,3000477,2008-01-15,518000000,2007-04-25,2009-01-24
인천북항 배후시설공사 전면책임감리용역 3차,3,2008-02-01,10,10,3000476,2008-01-15,518000000,2007-04-25,2009-01-24
인천북항 배후시설공사 전면책임감리용역 3차,3,2008-04-01,18,18,3000475,2008-01-15,518000000,2007-04-25,2009-01-24
인천북항 배후시설공사 전면책임감리용역 3차,3,2008-01-01,3,3,3000474,2008-01-15,518000000,2007-04-25,2009-01-24
인천북항 배후시설공사 전면책임감리용역 3차,3,2008-03-01,18,18,3000473,2008-01-15,518000000,2007-04-25,2009-01-24
인천북항 배후시설공사 전면책임감리용역(2차),2,2007-10-01,66,66,3000472,2007-04-18,328000000,2007-04-18,2008-01-26
인천북항 배후시설공사 전면책임감리용역(2차),2,2007-11-01,77,77,3000471,2007-04-18,328000000,2007-04-18,2008-01-26
인천북항 배후시설공사 전면책임감리용역(2차),2,2007-12-01,93,93,3000470,2007-04-18,328000000,2007-04-18,2008-01-26
인천북항 배후시설공사 전면책임감리용역(2차),2,2007-09-01,59,59,3000469,2007-04-18,328000000,2007-04-18,2008-01-26
인천북항 배후시설공사 전면책임감리용역(2차),2,2007-08-01,50,50,3000468,2007-04-18,328000000,2007-04-18,2008-01-26
인천북항 배후시설공사 전면책임감리용역(2차),2,2007-06-01,27,27,3000467,2007-04-18,328000000,2007-04-18,2008-01-26
인천북항 배후시설공사 전면책임감리용역(2차),2,2007-07-01,39,39,3000466,2007-04-18,328000000,2007-04-18,2008-01-26
인천북항 배후시설공사 전면책임감리용역(2차),2,2007-04-01,1,1,3000465,2007-04-18,328000000,2007-04-18,2008-01-26
인천북항 배후시설공사 전면책임감리용역(2차),2,2007-05-01,15,15,3000464,2007-04-18,328000000,2007-04-18,2008-01-26
군산내항가호안축조공사(1차),1,2004-05-01,24.78,14.64,3001511,2004-02-24,10000000000,2004-02-28,2004-12-31
인천북항 배후시설공사 전면책임감리용역(1차),1,2007-04-01,100,100,3000463,2006-12-26,80000000,2007-01-08,2007-04-17
인천북항 배후시설공사 전면책임감리용역(1차),1,2007-01-01,25,25,3000462,2006-12-26,80000000,2007-01-08,2007-04-17
인천북항 배후시설공사 전면책임감리용역(1차),1,2007-02-01,61,61,3000461,2006-12-26,80000000,2007-01-08,2007-04-17
인천북항 배후시설공사 전면책임감리용역(1차),1,2007-03-01,92,92,3000460,2006-12-26,80000000,2007-01-08,2007-04-17
인천북항 배후시설 공사 3차,3,2008-11-01,72.23,80.24,3000456,2008-12-04,12081780000,2008-04-25,2009-01-24
인천북항 배후시설 공사 3차,3,2008-10-01,42.88,60.37,3000455,2008-12-04,12081780000,2008-04-25,2009-01-24
인천북항 배후시설 공사 3차,3,2008-07-01,16.33,28,3000454,2008-12-04,12081780000,2008-04-25,2009-01-24
인천북항 배후시설 공사 3차,3,2008-08-01,21.55,43,3000453,2008-12-04,12081780000,2008-04-25,2009-01-24
인천북항 배후시설 공사 3차,3,2008-09-01,39.4,60.9,3000452,2008-12-04,12081780000,2008-04-25,2009-01-24
인천북항 배후시설 공사 3차,3,2008-05-01,4.19,4.15,3000451,2008-12-04,12081780000,2008-04-25,2009-01-24
인천북항 배후시설 공사 3차,3,2008-06-01,12.08,13.2,3000450,2008-12-04,12081780000,2008-04-25,2009-01-24
인천북항 배후시설공사(2차),2,2008-04-01,1.19,1.2,3000449,2007-04-24,6081000000,2007-04-25,2008-04-24
인천북항 배후시설공사(2차),2,2008-03-01,82.44,92.3,3000448,2007-04-24,6081000000,2007-04-25,2008-04-24
인천북항 배후시설공사(2차),2,2008-02-01,75.16,84.15,3000447,2007-04-24,6081000000,2007-04-25,2008-04-24
인천북항 배후시설공사(2차),2,2008-01-01,67.88,75.39,3000446,2007-04-24,6081000000,2007-04-25,2008-04-24
인천북항 항로준설공사(2단계-1차),1,2006-12-01,0,0.5,3000445,2006-11-24,8965136000,2006-12-01,2007-03-31
인천북항 항로준설공사(2단계-1차),1,2007-04-01,76.4,73.7,3000444,2006-11-24,8965136000,2006-12-01,2007-03-31
인천북항 항로준설공사(2단계-1차),1,2007-03-01,56,52.1,3000443,2006-11-24,8965136000,2006-12-01,2007-03-31
인천북항 항로준설공사(2단계-1차),1,2007-02-01,30.6,60.7,3000442,2006-11-24,8965136000,2006-12-01,2007-03-31
인천북항 항로준설공사(2단계-1차),1,2007-01-01,6.14,21.1,3000441,2006-11-24,8965136000,2006-12-01,2007-03-31
인천북항 배후시설 실시설계용역,1,2006-06-01,95,95,3000440,2006-06-26,623000000,2006-06-26,2006-08-29
인천북항 배후시설 실시설계용역,1,2006-07-01,98,98,3000439,2006-06-26,623000000,2006-06-26,2006-08-29
인천북항 배후시설 실시설계용역,1,2006-02-01,65,65,3000438,2006-06-26,623000000,2006-06-26,2006-08-29
인천북항 배후시설 실시설계용역,1,2006-03-01,70,70,3000437,2006-06-26,623000000,2006-06-26,2006-08-29
인천북항 배후시설 실시설계용역,1,2006-04-01,85,85,3000436,2006-06-26,623000000,2006-06-26,2006-08-29
인천북항 배후시설 실시설계용역,1,2006-05-01,95,95,3000435,2006-06-26,623000000,2006-06-26,2006-08-29
인천북항 배후시설 실시설계용역,1,2006-01-01,60,60,3000434,2006-06-26,623000000,2006-06-26,2006-08-29
인천북항 소형선이용 접안시설 및 기타공사 3차,3,2008-11-01,91.72,95.54,3000433,2008-04-07,2922000000,2008-04-10,2009-02-11
인천북항 소형선이용 접안시설 및 기타공사 3차,3,2008-10-01,90.92,91.4,3000432,2008-04-07,2922000000,2008-04-10,2009-02-11
인천북항 소형선이용 접안시설 및 기타공사 3차,3,2008-12-01,100,97.61,3000431,2008-04-07,2922000000,2008-04-10,2009-02-11
인천북항 소형선이용 접안시설 및 기타공사 3차,3,2008-06-01,31.89,27.26,3000430,2008-04-07,2922000000,2008-04-10,2009-02-11
인천북항 소형선이용 접안시설 및 기타공사 3차,3,2008-09-01,60.77,87.91,3000429,2008-04-07,2922000000,2008-04-10,2009-02-11
인천북항 소형선이용 접안시설 및 기타공사 3차,3,2008-08-01,49.14,68.65,3000428,2008-04-07,2922000000,2008-04-10,2009-02-11
인천북항 소형선이용 접안시설 및 기타공사 3차,3,2008-07-01,41,49.73,3000427,2008-04-07,2922000000,2008-04-10,2009-02-11
인천북항 소형선이용 접안시설 및 기타공사 3차,3,2008-05-01,23.37,16.3,3000426,2008-04-07,2922000000,2008-04-10,2009-02-11
인천북항 소형선이용 접안시설 및 기타공사 3차,3,2008-04-01,13.37,5.6,3000425,2008-04-07,2922000000,2008-04-10,2009-02-11
